,Country,Happiness score,GDP per capita,Family,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Generosity,Social support,Year,Country Url,Region,Region code,Happiness status,Overall Rank,Rank per region,Capital City,Longitude,Latitude
447,Uganda,4.0809998510000005,0.381430715,1.129827738,0.217632607,0.443185955,0.057069719000000005,0.325766057,1.526362658,2017,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,AFRICA,2.0,Amber,133.0,23.0,Kampala,32.5729,0.314269
448,Burkina Faso,4.032000065,0.35022771399999997,1.043280005,0.21584425899999998,0.32436785100000004,0.12032810599999999,0.250864685,1.7272129059999999,2017,https://upload.wikimedia.org/wikipedia/commons/3/31/Flag_of_Burkina_Faso.svg,AFRICA,2.0,Amber,134.0,24.0,Ouagadougou,-1.53395,12.3605
449,Niger,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.138572946,0.22867384600000001,1.8739833830000001,2017,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,AFRICA,2.0,Amber,135.0,25.0,Niamey,2.1073,13.514
450,Malawi,3.970000029,0.23344203800000002,0.5125688310000001,0.315089583,0.466914654,0.072711654,0.28717047,2.0817861559999997,2017,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,AFRICA,2.0,Amber,136.0,26.0,Lilongwe,33.7703,-13.9899
451,Chad,3.9360001089999996,0.438012987,0.953855872,0.041134715,0.162342027,0.053581882000000004,0.21611385,2.071238041,2017,https://upload.wikimedia.org/wikipedia/commons/4/4b/Flag_of_Chad.svg,AFRICA,2.0,Amber,137.0,27.0,N'Djamena,15.0445,12.1048
452,Zimbabwe,3.875,0.375846535,1.083095908,0.19676375399999999,0.33638420700000005,0.095375381,0.189143494,1.597970247,2017,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg,AFRICA,2.0,Amber,138.0,28.0,Harare,31.0672,-17.8312
453,Lesotho,3.808000088,0.5210212470000001,1.190095186,0.0,0.39066129899999996,0.11909464,0.157497272,1.42983532,2017,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,AFRICA,2.0,Amber,139.0,29.0,Maseru,27.7167,-29.5208
454,Angola,3.7950000760000004,0.85842818,1.10441196,0.049868666,0.0,0.069720335,0.09792649,1.614482403,2017,https://upload.wikimedia.org/wikipedia/commons/9/9d/Flag_of_Angola.svg,AFRICA,2.0,Amber,140.0,30.0,Luanda,13.242,-8.81155
455,Afghanistan,3.79399991,0.40147721799999997,0.581543326,0.180746779,0.10617952,0.06115783,0.311870933,2.150801182,2017,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Afghanistan.svg,ASIA,142.0,Amber,141.0,39.0,Kabul,69.1761,34.5228
456,Botswana,3.766000032,1.122094154,1.221554995,0.34175550899999996,0.505196333,0.09858319900000001,0.099348448,0.377913713,2017,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_Botswana.svg,AFRICA,2.0,Amber,142.0,31.0,Gaborone,25.9201,-24.6544
457,Benin,3.657000065,0.43108540799999995,0.435299844,0.209930211,0.425962776,0.060929015,0.207948461,1.885630965,2017,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Benin.svg,AFRICA,2.0,Amber,143.0,32.0,Porto-Novo,2.6323,6.4779
458,Madagascar,3.644000053,0.305808693,0.9130203720000001,0.375223309,0.189196765,0.067231975,0.20873253,1.584612608,2017,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,AFRICA,2.0,Amber,144.0,33.0,Antananarivo,45.7167,-20.4667
459,Haiti,3.6029999260000003,0.368610263,0.640449822,0.27732113,0.030369857000000004,0.09987215,0.489203781,1.697167635,2017,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg,AMERICAS,19.0,Amber,145.0,23.0,Port-au-Prince,-72.3288,18.5392
460,Yemen,3.592999935,0.5916834470000001,0.9353822470000001,0.31008091600000004,0.249463722,0.056767423,0.10412520900000001,1.345600605,2017,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,ASIA,142.0,Amber,146.0,40.0,,,
461,South Sudan,3.59100008,0.397248626,0.601323128,0.163486004,0.147062436,0.116793513,0.28567081699999997,1.879567385,2017,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg,AFRICA,2.0,Amber,147.0,34.0,Juba,31.6,4.85
462,Liberia,3.5329999919999997,0.119041793,0.8721179370000001,0.229918197,0.332881182,0.038948249,0.266549885,1.673285961,2017,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,AFRICA,2.0,Amber,148.0,35.0,Monrovia,-10.7957,6.30039
463,Guinea,3.5069999689999998,0.24454993,0.791244686,0.19412913899999998,0.34858751299999996,0.110937618,0.264815092,1.5523118969999998,2017,https://upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_Guinea.svg,AFRICA,2.0,Amber,149.0,36.0,Conakry,-13.7,9.51667
464,Togo,3.4949998860000004,0.305444717,0.43188253,0.247105569,0.380426139,0.095665015,0.19689615100000002,1.837229252,2017,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,AFRICA,2.0,Amber,150.0,37.0,Lome,1.2255,6.1228
465,Rwanda,3.4709999560000004,0.368745893,0.945707023,0.326424807,0.581843853,0.455220014,0.252756029,0.540061235,2017,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,AFRICA,2.0,Amber,151.0,38.0,Kigali,30.0587,-1.95325
466,Syria,3.461999893,0.7771531340000001,0.39610260700000005,0.500533342,0.081539445,0.151347131,0.49366372799999997,1.061573505,2017,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,ASIA,142.0,Amber,152.0,41.0,,,
467,Tanzania,3.348999977,0.511135876,1.0419898029999999,0.364509284,0.390017778,0.066035107,0.35425636200000005,0.621130466,2017,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,AFRICA,2.0,Amber,153.0,39.0,Dodoma,35.7382,-6.17486
468,Burundi,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.084147945,0.204435185,1.6830241680000002,2017,https://upload.wikimedia.org/wikipedia/commons/5/50/Flag_of_Burundi.svg,AFRICA,2.0,Amber,154.0,40.0,Bujumbura,29.3639,-3.3784
469,Central African Republic,2.6930000780000003,0.0,0.0,0.018772686,0.270842046,0.056565076,0.280876487,2.066004753,2017,https://upload.wikimedia.org/wikipedia/commons/6/6f/Flag_of_the_Central_African_Republic.svg,AFRICA,2.0,Amber,155.0,41.0,Bangui,21.6407,5.63056
470,Finland,7.632000000000001,1.305,,0.8740000000000001,0.6809999999999999,0.39299999999999996,0.20199999999999999,1.5919999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg,EUROPE,150.0,Green,1.0,1.0,Helsinki,24.9525,60.1608
471,Norway,7.593999999999999,1.456,,0.861,0.6859999999999999,0.34,0.28600000000000003,1.5819999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,EUROPE,150.0,Green,2.0,2.0,Oslo,10.7387,59.9138
472,Denmark,7.555,1.351,,0.868,0.6829999999999999,0.408,0.284,1.59,2017,https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg,EUROPE,150.0,Green,3.0,3.0,Copenhagen,12.5681,55.6763
473,Iceland,7.495,1.3430000000000002,,0.914,0.677,0.138,0.353,1.6440000000000001,2017,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,EUROPE,150.0,Green,4.0,4.0,Reykjavik,-21.8952,64.1353
474,Switzerland,7.487,1.42,,0.927,0.66,0.35700000000000004,0.256,1.5490000000000002,2017,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,EUROPE,150.0,Green,5.0,5.0,Bern,7.44821,46.948
475,Netherlands,7.441,1.361,,0.878,0.638,0.295,0.33299999999999996,1.4880000000000002,2017,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,EUROPE,150.0,Green,6.0,6.0,Amsterdam,4.89095,52.3738
476,Canada,7.327999999999999,1.33,,0.8959999999999999,0.653,0.29100000000000004,0.321,1.5319999999999998,2017,https://upload.wikimedia.org/wikipedia/en/c/cf/Flag_of_Canada.svg,AMERICAS,19.0,Green,7.0,1.0,Ottawa,-75.6919,45.4215
477,New Zealand,7.324,1.268,,0.8759999999999999,0.669,0.389,0.365,1.601,2017,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,OCEANIA,9.0,Green,8.0,1.0,Wellington,174.776,-41.2865
478,Sweden,7.314,1.355,,0.9129999999999999,0.659,0.38299999999999995,0.285,1.501,2017,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,EUROPE,150.0,Green,9.0,7.0,Stockholm,18.0645,59.3327
479,Australia,7.272,1.34,,0.91,0.647,0.302,0.361,1.5730000000000002,2017,https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_Australia_%28converted%29.svg,OCEANIA,9.0,Green,10.0,2.0,Canberra,149.129,-35.282
480,United Kingdom,7.19,1.244,,0.888,0.46399999999999997,0.08199999999999999,0.262,1.433,2017,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,EUROPE,150.0,Green,11.0,8.0,London,-0.126236,51.5002
481,Austria,7.138999999999999,1.341,,0.8909999999999999,0.617,0.22399999999999998,0.242,1.504,2017,https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_Austria.svg,EUROPE,150.0,Green,12.0,9.0,Vienna,16.3798,48.2201
482,Costa Rica,7.072,1.01,,0.8170000000000001,0.632,0.10099999999999999,0.14300000000000002,1.459,2017,https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg,AMERICAS,19.0,Green,13.0,2.0,San Jose,-84.0089,9.63701
483,Ireland,6.977,1.4480000000000002,,0.8759999999999999,0.614,0.306,0.307,1.5830000000000002,2017,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,EUROPE,150.0,Green,14.0,10.0,Dublin,-6.26749,53.3441
484,Germany,6.965,1.34,,0.861,0.586,0.28,0.273,1.474,2017,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,EUROPE,150.0,Green,15.0,11.0,Berlin,13.4115,52.5235
485,Belgium,6.9270000000000005,1.324,,0.894,0.583,0.24,0.188,1.483,2017,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg,EUROPE,150.0,Green,16.0,12.0,Brussels,4.36761,50.8371
486,Luxembourg,6.91,1.5759999999999998,,0.8959999999999999,0.632,0.321,0.196,1.52,2017,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,EUROPE,150.0,Green,17.0,13.0,Luxembourg,6.1296,49.61
487,United States,6.886,1.3980000000000001,,0.8190000000000001,0.547,0.133,0.29100000000000004,1.4709999999999999,2017,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,AMERICAS,19.0,Green,18.0,3.0,Washington D.C.,-77.032,38.8895
488,Israel,6.814,1.301,,0.883,0.5329999999999999,0.272,0.354,1.5590000000000002,2017,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg,ASIA,142.0,Green,19.0,1.0,NaN,35.2035,31.7717
489,United Arab Emirates,6.774,2.096,,0.67,0.284,,0.18600000000000003,0.7759999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg,ASIA,142.0,Green,20.0,2.0,Abu Dhabi,54.3705,24.4764
490,Czech Republic,6.711,1.2329999999999999,,0.8540000000000001,0.5429999999999999,0.034,0.064,1.489,2017,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg,EUROPE,150.0,Green,21.0,14.0,Prague,14.4205,50.0878
491,Malta,6.627000000000001,1.27,,0.884,0.645,0.142,0.376,1.525,2017,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,EUROPE,150.0,Green,22.0,15.0,Valletta,14.5189,35.9042
492,France,6.489,1.2930000000000001,,0.9079999999999999,0.52,0.17600000000000002,0.098,1.466,2017,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,EUROPE,150.0,Green,23.0,16.0,Paris,2.35097,48.8566
493,Mexico,6.4879999999999995,1.038,,0.7609999999999999,0.479,0.095,0.069,1.252,2017,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,AMERICAS,19.0,Green,24.0,4.0,Mexico City,-99.1276,19.427
494,Chile,6.476,1.131,,0.8079999999999999,0.431,0.061,0.19699999999999998,1.331,2017,https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Chile.svg,AMERICAS,19.0,Green,25.0,5.0,Santiago,-70.6475,-33.475
495,Taiwan,6.441,1.365,,0.857,0.418,0.078,0.151,1.436,2017,,ASIA,142.0,Green,26.0,3.0,,,
496,Panama,6.43,1.112,,0.759,0.597,0.063,0.125,1.4380000000000002,2017,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,AMERICAS,19.0,Green,27.0,6.0,Panama City,-79.5188,8.99427
497,Brazil,6.419,0.986,,0.675,0.493,0.08800000000000001,0.11,1.474,2017,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,AMERICAS,19.0,Green,28.0,7.0,Brasilia,-47.9292,-15.7801
498,Argentina,6.388,1.073,,0.7440000000000001,0.57,0.054000000000000006,0.062,1.4680000000000002,2017,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,AMERICAS,19.0,Green,29.0,8.0,Buenos Aires,-58.4173,-34.6118
499,Guatemala,6.382000000000001,0.7809999999999999,,0.608,0.604,0.071,0.179,1.268,2017,https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Guatemala.svg,AMERICAS,19.0,Green,30.0,9.0,Guatemala City,-90.5328,14.6248
500,Uruguay,6.379,1.093,,0.7709999999999999,0.625,0.155,0.13,1.459,2017,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,AMERICAS,19.0,Green,31.0,10.0,Montevideo,-56.0675,-34.8941
501,Qatar,6.374,1.649,,0.748,0.654,0.171,0.256,1.3030000000000002,2017,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,ASIA,142.0,Green,32.0,4.0,Doha,51.5082,25.2948
502,Saudi Arabia,6.371,1.379,,0.633,0.509,0.127,0.098,1.331,2017,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,ASIA,142.0,Green,33.0,5.0,Riyadh,46.6977,24.6748
503,Singapore,6.343,1.5290000000000001,,1.008,0.631,0.457,0.261,1.4509999999999998,2017,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,ASIA,142.0,Green,34.0,6.0,Singapore,103.85,1.28941
504,Malaysia,6.322,1.161,,0.669,0.35600000000000004,0.059000000000000004,0.311,1.258,2017,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,ASIA,142.0,Green,35.0,7.0,Kuala Lumpur,101.684,3.12433
505,Spain,6.31,1.251,,0.965,0.449,0.07400000000000001,0.142,1.538,2017,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,EUROPE,150.0,Green,36.0,17.0,Madrid,-3.70327,40.4167
506,Colombia,6.26,0.96,,0.635,0.531,0.039,0.099,1.439,2017,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,AMERICAS,19.0,Green,37.0,11.0,Bogota,-74.082,4.60987
507,Trinidad & Tobago,6.192,1.2229999999999999,,0.564,0.575,0.019,0.171,1.492,2017,,,,Green,38.0,1.0,,,
508,Slovakia,6.172999999999999,1.21,,0.7759999999999999,0.354,0.013999999999999999,0.11800000000000001,1.537,2017,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,EUROPE,150.0,Green,39.0,18.0,,,
509,El Salvador,6.167000000000001,0.8059999999999999,,0.639,0.461,0.08199999999999999,0.065,1.2309999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg,AMERICAS,19.0,Green,40.0,12.0,San Salvador,-89.2073,13.7034
510,Nicaragua,6.141,0.6679999999999999,,0.7,0.527,0.128,0.20800000000000002,1.319,2017,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,AMERICAS,19.0,Green,41.0,13.0,Managua,-86.2734,12.1475
511,Poland,6.122999999999999,1.176,,0.7809999999999999,0.546,0.064,0.10800000000000001,1.4480000000000002,2017,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,EUROPE,150.0,Green,42.0,19.0,Warsaw,21.02,52.26
512,Bahrain,6.105,1.338,,0.698,0.594,0.12300000000000001,0.243,1.3659999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Bahrain.svg,ASIA,142.0,Green,43.0,8.0,Manama,50.5354,26.1921
513,Uzbekistan,6.096,0.7190000000000001,,0.605,0.7240000000000001,0.259,0.32799999999999996,1.584,2017,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,ASIA,142.0,Green,44.0,9.0,Tashkent,69.269,41.3052
514,Kuwait,6.082999999999999,1.474,,0.675,0.5539999999999999,0.106,0.16699999999999998,1.301,2017,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,ASIA,142.0,Green,45.0,10.0,Kuwait City,47.9824,29.3721
515,Thailand,6.072,1.016,,0.7070000000000001,0.637,0.028999999999999998,0.364,1.4169999999999998,2017,https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg,ASIA,142.0,Green,46.0,11.0,Bangkok,100.521,13.7308
516,Italy,6.0,1.264,,0.946,0.281,0.027999999999999997,0.13699999999999998,1.501,2017,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,EUROPE,150.0,Green,47.0,20.0,Rome,12.4823,41.8955
517,Ecuador,5.973,0.889,,0.736,0.556,0.12,0.114,1.33,2017,https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg,AMERICAS,19.0,Green,48.0,14.0,Quito,-78.5243,-0.229498
518,Belize,5.956,0.807,,0.474,0.593,0.08900000000000001,0.183,1.101,2017,https://upload.wikimedia.org/wikipedia/commons/e/e7/Flag_of_Belize.svg,AMERICAS,19.0,Green,49.0,15.0,Belmopan,-88.7713,17.2534
519,Lithuania,5.952000000000001,1.197,,0.716,0.35,0.006,0.026000000000000002,1.527,2017,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,EUROPE,150.0,Green,50.0,21.0,Vilnius,25.2799,54.6896
520,Slovenia,5.9479999999999995,1.219,,0.856,0.633,0.051,0.16,1.506,2017,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,EUROPE,150.0,Green,51.0,22.0,Ljubljana,14.5044,46.0546
521,Romania,5.945,1.1159999999999999,,0.726,0.528,0.001,0.08800000000000001,1.219,2017,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,EUROPE,150.0,Green,52.0,23.0,Bucharest,26.0979,44.4479
522,Latvia,5.933,1.148,,0.6709999999999999,0.363,0.066,0.092,1.454,2017,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,EUROPE,150.0,Green,53.0,24.0,Riga,24.1048,56.9465
523,Japan,5.915,1.294,,0.988,0.5529999999999999,0.15,0.079,1.462,2017,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,ASIA,142.0,Green,54.0,12.0,Tokyo,139.77,35.67
524,Mauritius,5.891,1.09,,0.684,0.584,0.05,0.245,1.3869999999999998,2017,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,AFRICA,2.0,Green,55.0,1.0,Port Louis,57.4977,-20.1605
525,Jamaica,5.89,0.8190000000000001,,0.693,0.575,0.031,0.096,1.493,2017,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg,AMERICAS,19.0,Green,56.0,16.0,Kingston,-76.792,17.9927
526,South Korea,5.875,1.266,,0.955,0.244,0.051,0.175,1.204,2017,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,ASIA,142.0,Green,57.0,13.0,,,
527,Northern Cyprus,5.835,1.229,,0.909,0.495,0.154,0.179,1.2109999999999999,2017,,,,Green,58.0,2.0,,,
528,Russia,5.81,1.151,,0.599,0.39899999999999997,0.025,0.065,1.479,2017,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,EUROPE,150.0,Green,59.0,25.0,,,
529,Kazakhstan,5.79,1.143,,0.631,0.45399999999999996,0.121,0.14800000000000002,1.516,2017,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,ASIA,142.0,Green,60.0,14.0,Astana,71.4382,51.1879
530,Cyprus,5.7620000000000005,1.229,,0.909,0.423,0.035,0.20199999999999999,1.1909999999999998,2017,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Cyprus.svg,ASIA,142.0,Green,61.0,15.0,Nicosia,33.3736,35.1676
531,Bolivia,5.752000000000001,0.7509999999999999,,0.508,0.606,0.054000000000000006,0.141,1.2229999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Bolivia.svg,AMERICAS,19.0,Green,62.0,17.0,La Paz,-66.1936,-13.9908
532,Estonia,5.739,1.2,,0.737,0.5529999999999999,0.174,0.086,1.5319999999999998,2017,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,EUROPE,150.0,Green,63.0,26.0,Tallinn,24.7586,59.4392
533,Paraguay,5.681,0.835,,0.615,0.541,0.07400000000000001,0.162,1.5219999999999998,2017,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,AMERICAS,19.0,Green,64.0,18.0,Asuncion,-57.6362,-25.3005
534,Peru,5.662999999999999,0.934,,0.674,0.53,0.034,0.092,1.249,2017,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,AMERICAS,19.0,Green,65.0,19.0,Lima,-77.0465,-12.0931
535,Kosovo,5.662000000000001,0.855,,0.578,0.44799999999999995,0.023,0.27399999999999997,1.23,2017,https://upload.wikimedia.org/wikipedia/commons/1/1f/Flag_of_Kosovo.svg,,,Green,66.0,1.0,Pristina,20.926,42.565
536,Moldova,5.64,0.657,,0.62,0.23199999999999998,0.0,0.171,1.301,2017,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,EUROPE,150.0,Green,67.0,27.0,Chisinau,28.8497,47.0167
537,Turkmenistan,5.636,1.016,,0.517,0.41700000000000004,0.037000000000000005,0.19899999999999998,1.5330000000000001,2017,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,ASIA,142.0,Green,68.0,16.0,Ashgabat,58.3794,37.9509
538,Hungary,5.62,1.171,,0.732,0.259,0.022000000000000002,0.061,1.401,2017,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,EUROPE,150.0,Green,69.0,28.0,Budapest,19.0408,47.4984
539,Libya,5.566,0.985,,0.5529999999999999,0.496,0.14800000000000002,0.11599999999999999,1.35,2017,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,AFRICA,2.0,Amber,70.0,2.0,Tripoli,13.1072,32.8578
540,Philippines,5.524,0.775,,0.513,0.643,0.105,0.12,1.3119999999999998,2017,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,ASIA,142.0,Amber,71.0,17.0,Manila,121.035,14.5515
541,Honduras,5.504,0.62,,0.622,0.45899999999999996,0.07400000000000001,0.19699999999999998,1.205,2017,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Honduras.svg,AMERICAS,19.0,Amber,72.0,20.0,Tegucigalpa,-87.4667,15.1333
542,Belarus,5.483,1.0390000000000001,,0.7,0.307,0.154,0.10099999999999999,1.4980000000000002,2017,https://upload.wikimedia.org/wikipedia/commons/8/85/Flag_of_Belarus.svg,EUROPE,150.0,Amber,73.5,29.0,Minsk,27.5766,53.9678
543,Turkey,5.483,1.148,,0.6859999999999999,0.324,0.109,0.106,1.38,2017,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,ASIA,142.0,Amber,73.5,18.0,Ankara,32.3606,39.7153
544,Pakistan,5.472,0.652,,0.424,0.33399999999999996,0.113,0.21600000000000003,0.81,2017,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,ASIA,142.0,Amber,75.0,19.0,Islamabad,72.8,30.5167
545,Hong Kong,5.43,1.405,,1.03,0.524,0.29100000000000004,0.24600000000000002,1.29,2017,,ASIA,142.0,Amber,76.0,20.0,,,
546,Portugal,5.41,1.188,,0.884,0.562,0.017,0.055,1.429,2017,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,EUROPE,150.0,Amber,77.0,30.0,Lisbon,-9.13552,38.7072
547,Serbia,5.398,0.975,,0.685,0.28800000000000003,0.043,0.134,1.369,2017,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,EUROPE,150.0,Amber,78.0,31.0,Belgrade,20.4656,44.8024
548,Greece,5.358,1.1540000000000001,,0.879,0.131,0.044000000000000004,0.0,1.202,2017,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg,EUROPE,150.0,Amber,79.5,32.0,Athens,23.7166,37.9792
549,Lebanon,5.358,0.965,,0.785,0.503,0.136,0.214,1.179,2017,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,ASIA,142.0,Amber,79.5,21.0,Beirut,35.5134,33.8872
550,Montenegro,5.347,1.0170000000000001,,0.7290000000000001,0.259,0.081,0.111,1.2790000000000001,2017,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,EUROPE,150.0,Amber,81.0,33.0,Podgorica,19.2595,42.4602
551,Croatia,5.321000000000001,1.115,,0.737,0.38,0.039,0.12,1.161,2017,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg,EUROPE,150.0,Amber,82.0,34.0,Zagreb,15.9614,45.8069
552,Dominican Republic,5.3020000000000005,0.982,,0.614,0.578,0.106,0.12,1.4409999999999998,2017,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_the_Dominican_Republic.svg,AMERICAS,19.0,Amber,83.0,21.0,Santo Domingo,-69.8908,18.479
553,Algeria,5.295,0.9790000000000001,,0.687,0.077,0.135,0.055,1.1540000000000001,2017,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Algeria.svg,AFRICA,2.0,Amber,84.0,3.0,Algiers,3.05097,36.7397
554,Morocco,5.254,0.779,,0.669,0.46,0.07400000000000001,0.026000000000000002,0.797,2017,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,AFRICA,2.0,Amber,85.0,4.0,Rabat,-6.8704,33.9905
